product_name	step_number	step_name	stage_name	eqp_id
A008-D1	20.004	A008-D1-DPS-MERGE-MAP-CHECK	TOP-DPSOQC	
A008-D1	30.001	A008-D1-FTF-INPUT-TO-OUTPUT	TOP-FTFST	
A008-D1	30.002	A008-D1-FTF-MOUNT	TOP-FTFST	PKFRL001
A008-D1	40.001	A008-D1-FTF-INPUT-BANK	TOP-FTFFN	
A008-D1	50.001	A008-D1-FTF-FTF	TOP-FTF	PKFFS001
A008-D1	50.002	A008-D1-FTF-OPUT-FWSORTER	TOP-FTF	
A008-D1	50.003	A008-DA-FTF-OPUT-IR-SCAN	TOP-FTF	PMIOI002
A008-D1	50.004	A008-DA-FTF-OPUT-IR-REV	TOP-FTF	
A008-D1	50.005	A008-D1-FTF-OPUT-UVERASE	TOP-FTF	PGUVE002
A008-D1	50.006	A008-D1-FTF-OPUT-SCRB	TOP-FTF	PKSCR002
A008-D1	60.001	A008-D1-DPS-DISPOSAL-MAP	TOP-FTFOQC	
A008-D1	60.002	A008-DA-FTF-OPUT-2D-SCAN	TOP-FTFOQC	PMHOI015,PMHOI019
A008-D1	60.003	A008-D1-FTF-OPUT-2D-REV	TOP-FTFOQC	
A008-D1	60.004	A008-D1-FTF-OPUT-REPORT	TOP-FTFOQC	
A008-D1	60.005	A008-DA-FTF-MERGE-MAP-CHECK	TOP-FTFOQC	
A008-D1	60.006	A008-DA-FTF-MAP-DISPOSAL	TOP-FTFOQC	
A008-D1	60.007	A008-D1-FTF-PACK	TOP-FTFOQC	
A008-MS	10.001	A008-R1-DPS-WFS	TOP-DPSIQA	
A008-MS	10.002	A008-R1-DPS-T7CODE	TOP-DPSIQA	PSWST002
A008-MS	10.003	A008-RS-DPS-INCOMING-MAP	TOP-DPSIQA	
A008-MS	20.001	A008-R1-DPS-INCOMING-OM	TOP-DPS	PMAOM005
A008-MS	20.002	A008-R1-DPS-INCOMING-OM-REV	TOP-DPS	
A008-MS	20.003	A008-R1-DPS-MOUNT	TOP-DPS	PKFRL003
A008-MS	20.004	A008-R1-DPS-MOUNT-INSP	TOP-DPS	
A008-MS	20.005	A008-R1-DPS-MOUNT-INSP-REV	TOP-DPS	
A008-MS	20.006	A008-R1-DPS-LG	TOP-DPS	PGLGV005
A008-MS	20.007	A008-R1-DPS-LG-MEAS-01	TOP-DPS	PMWLI002
A008-MS	20.008	A008-R1-DPS-LG-MEAS	TOP-DPS	PMWLI001
A008-MS	20.009	A008-R1-DPS-LG-INSP1	TOP-DPS	PMOMI001
A008-MS	20.010	A008-R1-DPS-SAW	TOP-DPS	PGBSW002
A008-MS	20.011	A008-R1-DPS-SAW-MEAS	TOP-DPS	PMOMI001
A008-MS	20.012	A008-R1-DPS-SAW-INSP2	TOP-DPS	PMOMI001
A008-MS	20.013	A008-R1-DPS-SCRB	TOP-DPS	PKSCR002
A008-MS	20.014	A008-R1-DPS-UV-ERASE	TOP-DPS	PGUVE002
A008-MS	30.001	A008-RS-DPS-2D-SCAN	TOP-DPSOQC	PMHOI015
A008-MS	30.002	A008-R1-DPS-2D-REV	TOP-DPSOQC	
A008-MS	30.003	A008-R1-DPS-REPORT	TOP-DPSOQC	
A008-MS	30.004	A008-RS-DPS-MERGE-MAP-CHECK	TOP-DPSOQC	
A008-MS	30.005	A008-RS-DPS-MAP-DISPOSAL	TOP-DPSOQC	
A008-MS	40.001	A008-R1-FTF-INPUT-TO-OUTPUT	TOP-FTFST	
A008-MS	40.002	A008-R1-FTF-MOUNT	TOP-FTFST	PKFRL001
A008-MS	50.001	A008-R1-FTF-INPUT-BANK	TOP-FTFFN	
A008-MS	60.001	A008-RF-FTF-OPUT-FTF	TOP-FTF	PKFFS001
A008-MS	60.002	A008-R1-FTF-OPUT-FWSORTER	TOP-FTF	
A008-MS	60.003	A008-RF-FTF-OPUT-IR-SCAN	TOP-FTF	PMIOI002
A008-MS	60.004	A008-RF-FTF-OPUT-IR-REV	TOP-FTF	
A008-MS	60.005	A008-R1-FTF-OPUT-UVERASE	TOP-FTF	PGUVE002
A008-MS	60.006	A008-R1-FTF-OPUT-SCRB	TOP-FTF	PKSCR002
A008-MS	70.001	A008-RF-FTF-OPUT-2D-SCAN	TOP-FTFOQC	PMHOI015
A008-MS	70.002	A008-R1-FTF-OPUT-2D-REV	TOP-FTFOQC	
A008-MS	70.003	A008-R1-FTF-OPUT-REPORT	TOP-FTFOQC	
A008-MS	70.004	A008-RF-FTF-MERGE-MAP-CHECK	TOP-FTFOQC	
A008-MS	70.005	A008-RF-FTF-MAP-DISPOSAL	TOP-FTFOQC	
A008-MS	70.006	A008-R1-FTF-PACK	TOP-FTFOQC	
A008-RS	10.001	A008-R1-DPS-WFS	TOP-DPSIQA	
A008-RS	10.002	A008-R1-DPS-T7CODE	TOP-DPSIQA	PSWST002
A008-RS	10.003	A008-RS-DPS-INCOMING-MAP	TOP-DPSIQA	
A008-RS	20.001	A008-R1-DPS-INCOMING-OM	TOP-DPS	PMAOM005
A008-RS	20.002	A008-R1-DPS-INCOMING-OM-REV	TOP-DPS	
A008-RS	20.003	A008-R1-DPS-MOUNT	TOP-DPS	PKFRL003
A008-RS	20.004	A008-R1-DPS-MOUNT-INSP	TOP-DPS	
A008-RS	20.005	A008-R1-DPS-MOUNT-INSP-REV	TOP-DPS	
A008-RS	20.006	A008-R1-DPS-LG	TOP-DPS	PGLGV005
A008-RS	20.007	A008-R1-DPS-LG-MEAS-01	TOP-DPS	PMWLI002
A008-RS	20.008	A008-R1-DPS-LG-MEAS	TOP-DPS	PMWLI001
A008-RS	20.009	A008-R1-DPS-LG-INSP1	TOP-DPS	PMOMI001
A008-RS	20.010	A008-R1-DPS-SAW	TOP-DPS	PGBSW002
A008-RS	20.011	A008-R1-DPS-SAW-MEAS	TOP-DPS	PMOMI001
A008-RS	20.012	A008-R1-DPS-SAW-INSP2	TOP-DPS	PMOMI001
A008-RS	20.013	A008-R1-DPS-SCRB	TOP-DPS	PKSCR002
A008-RS	20.014	A008-R1-DPS-UV-ERASE	TOP-DPS	PGUVE002
A008-RS	30.001	A008-RS-DPS-2D-SCAN	TOP-DPSOQC	PMHOI015
A008-RS	30.002	A008-R1-DPS-2D-REV	TOP-DPSOQC	
A008-RS	30.003	A008-R1-DPS-REPORT	TOP-DPSOQC	
A008-RS	30.004	A008-RS-DPS-MERGE-MAP-CHECK	TOP-DPSOQC	
A008-RS	30.005	A008-RS-DPS-MAP-DISPOSAL	TOP-DPSOQC	
A008-RS	40.001	A008-R1-FTF-INPUT-TO-OUTPUT	TOP-FTFST	
A008-RS	40.002	A008-R1-FTF-MOUNT	TOP-FTFST	PKFRL001
A008-RS	50.001	A008-R1-FTF-INPUT-BANK	TOP-FTFFN	
A008-RS	60.001	A008-RF-FTF-OPUT-FTF	TOP-FTF	PKFFS001
A008-RS	60.002	A008-R1-FTF-OPUT-FWSORTER	TOP-FTF	
A008-RS	60.003	A008-RF-FTF-OPUT-IR-SCAN	TOP-FTF	PMIOI002
A008-RS	60.004	A008-RF-FTF-OPUT-IR-REV	TOP-FTF	
A008-RS	60.005	A008-R1-FTF-OPUT-UVERASE	TOP-FTF	PGUVE002
A008-RS	60.006	A008-R1-FTF-OPUT-SCRB	TOP-FTF	PKSCR002
A008-RS	70.001	A008-RF-FTF-OPUT-2D-SCAN	TOP-FTFOQC	PMHOI015
A008-RS	70.002	A008-R1-FTF-OPUT-2D-REV	TOP-FTFOQC	
A008-RS	70.003	A008-R1-FTF-OPUT-REPORT	TOP-FTFOQC	
A008-RS	70.004	A008-RF-FTF-MERGE-MAP-CHECK	TOP-FTFOQC	
A008-RS	70.005	A008-RF-FTF-MAP-DISPOSAL	TOP-FTFOQC	
A008-RS	70.006	A008-R1-FTF-PACK	TOP-FTFOQC	
A009-D1	10.001	A009-D1-DPS-SORT	TOP-DPS	PSWST002
A009-D1	10.002	A009-D1-DPS-INCOMING-OM	TOP-DPS	PMAOM005
A009-D1	10.003	A009-D1-DPS-INCOMING-OM-REV	TOP-DPS	
A009-D1	10.004	A009-D1-DPS-MOUNT	TOP-DPS	PKFRL003
A009-D1	10.005	A009-D1-DPS-MOUNT-INSP	TOP-DPS	
A009-D1	10.006	A009-D1-DPS-MOUNT-INSP-REV	TOP-DPS	
A009-D1	10.007	A009-D1-DPS-LG	TOP-DPS	PGLGV005
A009-D1	10.008	A009-D1-DPS-LG-MEAS-01	TOP-DPS	PMWLI002
A009-D1	10.009	A009-D1-DPS-LG-MEAS	TOP-DPS	PMWLI001
A009-D1	10.010	A009-D1-DPS-SAW	TOP-DPS	PGBSW002,PGBSW005
A009-D1	10.011	A009-D1-DPS-SAW-MEAS	TOP-DPS	PMOMI001
A009-D1	10.012	A009-D1-DPS-UV-ERASE	TOP-DPS	PGUVE002
A009-D1	10.013	A009-D1-DPS-SCRB	TOP-DPS	PKSCR002
A009-D1	20.001	A009-D1-DPS-2D-SCAN	TOP-DPSOQC	PMHOI015,PMHOI019
A009-D1	20.002	A009-D1-DPS-DATA-REVIEW1	TOP-DPSOQC	
A009-D1	20.003	A009-D1-DPS-REPORT	TOP-DPSOQC	
A009-D1	20.004	A009-D1-DPS-MERGE-MAP-CHECK	TOP-DPSOQC	
A009-D1	20.005	A009-D1-DPS-MAP-DISPOSAL	TOP-DPSOQC	
A009-D1	30.001	A009-D1-FTF-INPUT-TO-OUTPUT	TOP-FTFST	
A009-D1	30.002	A009-D1-FTF-MOUNT	TOP-FTFST	PKFRL001
A009-D1	40.001	A009-D1-FTF-INPUT-BANK	TOP-FTFFN	
A009-D1	50.001	A009-D1-FTF-FTF	TOP-FTF	PKFFS002
A009-D1	50.002	A009-D1-FTF-OPUT-FWSORTER	TOP-FTF	
A009-D1	50.003	A009-DA-FTF-OPUT-IR-SCAN	TOP-FTF	PMIOI002
A009-D1	50.004	A009-DA-FTF-OPUT-IR-REV	TOP-FTF	
A009-D1	50.005	A009-D1-FTF-OPUT-UVERASE	TOP-FTF	PGUVE002
A009-D1	50.006	A009-D1-FTF-OPUT-SCRB	TOP-FTF	PKSCR002
A009-D1	60.001	A009-DA-FTF-OPUT-2D-SCAN	TOP-FTFOQC	PMHOI015,PMHOI019
A009-D1	60.002	A009-D1-FTF-OPUT-2D-REV	TOP-FTFOQC	
A009-D1	60.003	A009-D1-FTF-OPUT-REPORT	TOP-FTFOQC	
A009-D1	60.004	A009-DA-FTF-MERGE-MAP-CHECK	TOP-FTFOQC	
A009-D1	60.005	A009-DA-FTF-MAP-DISPOSAL	TOP-FTFOQC	
A009-D1	60.006	A009-D1-FTF-PACK	TOP-FTFOQC	
A009-MS	10.001	A009-R1-DPS-WFS	TOP-DPSIQA	
A009-MS	10.002	A009-R1-DPS-T7CODE	TOP-DPSIQA	PSWST002
A009-MS	10.003	A009-RS-DPS-INCOMING-MAP	TOP-DPSIQA	
A009-MS	20.001	A009-R1-DPS-INCOMING-OM	TOP-DPS	PMAOM005
A009-MS	20.002	A009-R1-DPS-INCOMING-OM-REV	TOP-DPS	
A009-MS	20.003	A009-R1-DPS-MOUNT	TOP-DPS	PKFRL003
A009-MS	20.004	A009-R1-DPS-MOUNT-INSP	TOP-DPS	
A009-MS	20.005	A009-R1-DPS-MOUNT-INSP-REV	TOP-DPS	
A009-MS	20.006	A009-R1-DPS-LG	TOP-DPS	PGLGV005
A009-MS	20.007	A009-R1-DPS-LG-MEAS-01	TOP-DPS	PMWLI002
A009-MS	20.008	A009-R1-DPS-LG-MEAS	TOP-DPS	PMWLI001
A009-MS	20.009	A009-R1-DPS-LG-INSP1	TOP-DPS	PMOMI001
A009-MS	20.010	A009-R1-DPS-SAW	TOP-DPS	PGBSW002
A009-MS	20.011	A009-R1-DPS-SAW-MEAS	TOP-DPS	PMOMI001
A009-MS	20.012	A009-R1-DPS-SAW-INSP2	TOP-DPS	PMOMI001
A009-MS	20.013	A009-R1-DPS-SCRB	TOP-DPS	PKSCR002
A009-MS	20.014	A009-R1-DPS-UV-ERASE	TOP-DPS	PGUVE002
A009-MS	30.001	A009-RS-DPS-2D-SCAN	TOP-DPSOQC	PMHOI015
A009-MS	30.002	A009-R1-DPS-2D-REV	TOP-DPSOQC	
A009-MS	30.003	A009-R1-DPS-REPORT	TOP-DPSOQC	
A009-MS	30.004	A009-RS-DPS-MERGE-MAP-CHECK	TOP-DPSOQC	
A009-MS	30.005	A009-RS-DPS-MAP-DISPOSAL	TOP-DPSOQC	
A009-MS	40.001	A009-R1-FTF-INPUT-TO-OUTPUT	TOP-FTFST	
A009-MS	40.002	A009-R1-FTF-OPUT-MOUNT	TOP-FTFST	PKFRL001
A009-MS	50.001	A009-R1-FTF-INPUT-BANK	TOP-FTFFN	
A009-MS	60.001	A009-RF-FTF-OPUT-FTF	TOP-FTF	PKFFS002
A009-MS	60.002	A009-R1-FTF-OPUT-FWSORTER	TOP-FTF	
A009-MS	60.003	A009-RF-FTF-OPUT-IR-SCAN	TOP-FTF	PMIOI002
A009-MS	60.004	A009-RF-FTF-OPUT-IR-REV	TOP-FTF	
A009-MS	60.005	A009-R1-FTF-OPUT-UVERASE	TOP-FTF	PGUVE002
A009-MS	60.006	A009-R1-FTF-OPUT-SCRB	TOP-FTF	PKSCR002
A009-MS	70.001	A009-RF-FTF-OPUT-2D-SCAN	TOP-FTFOQC	PMHOI015
A009-MS	70.002	A009-R1-FTF-OPUT-2D-REV	TOP-FTFOQC	
A009-MS	70.003	A009-R1-FTF-OPUT-REPORT	TOP-FTFOQC	
A009-MS	70.004	A009-RF-FTF-MERGE-MAP-CHECK	TOP-FTFOQC	
A009-MS	70.005	A009-RF-FTF-MAP-DISPOSAL	TOP-FTFOQC	
A009-MS	70.006	A009-R1-FTF-PACK	TOP-FTFOQC	
A009-RS	10.001	A009-R1-DPS-WFS	TOP-DPSIQA	
A009-RS	10.002	A009-R1-DPS-T7CODE	TOP-DPSIQA	PSWST002
A009-RS	10.003	A009-RS-DPS-INCOMING-MAP	TOP-DPSIQA	
A009-RS	20.001	A009-R1-DPS-INCOMING-OM	TOP-DPS	PMAOM005
A009-RS	20.002	A009-R1-DPS-INCOMING-OM-REV	TOP-DPS	
A009-RS	20.003	A009-R1-DPS-MOUNT	TOP-DPS	PKFRL003
A009-RS	20.004	A009-R1-DPS-MOUNT-INSP	TOP-DPS	
A009-RS	20.005	A009-R1-DPS-MOUNT-INSP-REV	TOP-DPS	
A009-RS	20.006	A009-R1-DPS-LG	TOP-DPS	PGLGV005
A009-RS	20.007	A009-R1-DPS-LG-MEAS-01	TOP-DPS	PMWLI002
A009-RS	20.008	A009-R1-DPS-LG-MEAS	TOP-DPS	PMWLI001
A009-RS	20.009	A009-R1-DPS-LG-INSP1	TOP-DPS	PMOMI001
A009-RS	20.010	A009-R1-DPS-SAW	TOP-DPS	PGBSW002
A009-RS	20.011	A009-R1-DPS-SAW-MEAS	TOP-DPS	PMOMI001
A009-RS	20.012	A009-R1-DPS-SAW-INSP2	TOP-DPS	PMOMI001
A009-RS	20.013	A009-R1-DPS-SCRB	TOP-DPS	PKSCR002
A009-RS	20.014	A009-R1-DPS-UV-ERASE	TOP-DPS	PGUVE002
A009-RS	30.001	A009-RS-DPS-2D-SCAN	TOP-DPSOQC	PMHOI015
A009-RS	30.002	A009-R1-DPS-2D-REV	TOP-DPSOQC	
A009-RS	30.003	A009-R1-DPS-REPORT	TOP-DPSOQC	
A009-RS	30.004	A009-RS-DPS-MERGE-MAP-CHECK	TOP-DPSOQC	
A009-RS	30.005	A009-RS-DPS-MAP-DISPOSAL	TOP-DPSOQC	
A009-RS	40.001	A009-R1-FTF-INPUT-TO-OUTPUT	TOP-FTFST	
A009-RS	40.002	A009-R1-FTF-OPUT-MOUNT	TOP-FTFST	PKFRL001
A009-RS	50.001	A009-R1-FTF-INPUT-BANK	TOP-FTFFN	
A009-RS	60.001	A009-RF-FTF-OPUT-FTF	TOP-FTF	PKFFS002
A009-RS	60.002	A009-R1-FTF-OPUT-FWSORTER	TOP-FTF	
A009-RS	60.003	A009-RF-FTF-OPUT-IR-SCAN	TOP-FTF	PMIOI002
A009-RS	60.004	A009-RF-FTF-OPUT-IR-REV	TOP-FTF	
A009-RS	60.005	A009-R1-FTF-OPUT-UVERASE	TOP-FTF	PGUVE002
A009-RS	60.006	A009-R1-FTF-OPUT-SCRB	TOP-FTF	PKSCR002
A009-RS	70.001	A009-RF-FTF-OPUT-2D-SCAN	TOP-FTFOQC	PMHOI015
A009-RS	70.002	A009-R1-FTF-OPUT-2D-REV	TOP-FTFOQC	
A009-RS	70.003	A009-R1-FTF-OPUT-REPORT	TOP-FTFOQC	
A009-RS	70.004	A009-RF-FTF-MERGE-MAP-CHECK	TOP-FTFOQC	
A009-RS	70.005	A009-RF-FTF-MAP-DISPOSAL	TOP-FTFOQC	
A009-RS	70.006	A009-R1-FTF-PACK	TOP-FTFOQC	
